Smiles, InchIKey
O=C(O)C(=O)C1CC2=CC=C([N+](=O)[O-])C=C2CN1S(=O)(=O)C1=CC=C(C2=CC=C(F)C=C2)C=C1, ZKKQCCSHBYRQHR-UHFFFAOYSA-N
C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)CC[C@]34C)[C@@H]1CC[C@@H](N1C=NC3=C(N(CCO)CCO)N=C(Cl)N=C13)O2, BRAYPVFMFWTUKN-JOBXNTDGSA-N
CC1=NOC(C)=C1CN1CCO[C@H]2CN(CC3=CN(C)N=C3)C[C@@H]12, JMWXCKBNMITSIN-SJORKVTESA-N
CN1C(C2=CC=C(Cl)C=N2)=C(C2CCCC2)C2=CC=C(C(=O)NC(C)(C)C(=O)NC3=CC=C(/C=C/C(=O)O)C=C3)C=C12, FNEMLYLQYCOWSI-LICLKQGHSA-N
N[C@@H](CS)CC1=CC=CC=C1, BUAPSNKVPWEGPA-SECBINFHSA-N
CN(C)C1=CC(C2=C(CC(=O)O)SC(C(C3=CC=C(F)C=C3)C3=CC=C(F)C=C3)=N2)=CC=N1, HXGOZZCNWIRGDR-UHFFFAOYSA-N
C/C(=N\NC(N)=S)C1=CC=CC(N)=C1, FJCDJOPKILSQQC-WUXMJOGZSA-N
CC1=NC2=CC=C(NC(=O)C3=CC=CS3)C=C2S1, VVZCMIMCJKOCNN-UHFFFAOYSA-N
COC1=CC=CC=C1CNC(=O)C1=CC=C(OCC2CCCO2)C=C1, DVTVJGRKHOHFDN-UHFFFAOYSA-N
N#C[C@@H]1CCCN1C(=O)CNC(=O)C1=CC=NC2=CC=CC(Br)=C12, XTSDSKNXFWPJCS-NSHDSACASA-N
CC1CCC2=C(SC=C2C(=O)NC2=C(F)C=C(F)C=C2Br)C1, MOUOMNBPAHLPSE-UHFFFAOYSA-N
CC1=CC=CC(NS(=O)(=O)C2=CC=C(C(=O)N3CCC3)C=C2)=C1C, FFMAUIFUNZBCRQ-UHFFFAOYSA-N
CCC1CCN(C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=C3C=CC(OC)=CC3=C2)C(C(=O)O)C1, YWTJHJYWEVKHSQ-UHFFFAOYSA-N
C/C(=N\NC(=O)C1=CC=CN=C1)C1=CC=C(N2C(C)=CC=C2C)C=C1, PRYDIUOIVPKNEW-CJLVFECKSA-N
O=C(NCC=C(C1=CC=CC=C1)C1=CC=CC=C1)NC1=CC=C(Cl)C=C1, BVFBYUIDPPDGCS-UHFFFAOYSA-N
C=CCOC(=O)C1=CC=C(S(N)(=O)=O)C=C1, VWKMDRWBZTWKNM-UHFFFAOYSA-N
NC(=S)N1N=C(C2=CC=CC=C2O)CC1C1=CC=C(O)C=C1, PCKXOBFTBPFENG-UHFFFAOYSA-N
CCCC(=O)N1CCN(C2=CC3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2CC2)CC1, AJINREBJQTYYQG-UHFFFAOYSA-N
CCOP(=O)(CC1=CC=CC=C1NC(=O)[C@H]1CC2=CC3=C(C=C2C(=O)[C@H](C)S1)OCO3)OCC, UXRUDFJTPABSNB-OYHNWAKOSA-N
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=CC(OS(=O)(=O)O)=CC=C1OS(=O)(=O)O, XSEWDLLFUPPPPL-PYHSYOTJSA-N
COC1=CC=C2C(=C1)C(/C=C1\OC3=CC(O)=CC(O)=C3C1=O)=C(C)N2CCN1CCN(C)CC1, UOLWAWYOIVYEAT-IWIPYMOSSA-N
CN1C(SCC(=O)NC2=CC=CC=C2Br)=NN=C1C1=CN=CC=N1, GOEVKCKHFBODJY-UHFFFAOYSA-N
O=S(=O)(NCC1=CC=C(Cl)C=C1)C1=CC(Cl)=C(OC2=CC=CC(N3CCNCC3)=C2)S1, XDXADVDZZWWNRR-UHFFFAOYSA-N
O=C(CN1CCOCC1)NNC1=NC(C2=CC=CC=C2)=C2C=C(Br)C=CC2=N1, QJNOZHZYQOMYHW-UHFFFAOYSA-N
COC1=CC=C(C2=NN(CCCO)C(=O)C3CCCCC23)C=C1OC, VUISAJWDMBCIQP-UHFFFAOYSA-N
Br.COC(=O)CN1C(=N)N(CCN2CCCCC2)C2=CC=CC=C12, DUBHBBAOOPNWGQ-UHFFFAOYSA-N
OC1=CC=C(CC2CCN(CCC#CC3=CC=CC=C3)CC2)C=C1, RIJGXYIRUNBEJG-UHFFFAOYSA-N
COCCN1C(=O)C(C2=CN(C)C3=CC=CC=C23)=NC2=CN=C(OC3=CC=CC(Cl)=C3)N=C12, HDYLUQPADNVNQG-UHFFFAOYSA-N
COC1=CC=C(/C=C/C(=O)C2=CC=CC=C2O)C=C1, NXBNYUSXDBHELA-DHZHZOJOSA-N
COC1=CC(C2CC(C3=CC(OC)=C(OC)C(OC)=C3)=NN2C)=CC=C1O, JGOMOURYXGBGLP-UHFFFAOYSA-N
CC1(C)OCC2=C(NC3=NNC4=C(Cl)C=CC=C34)N=C(C3=C(C(F)F)NN=C3)N=C12, SIMOEFIOKHUVBO-UHFFFAOYSA-N
CN1C(CC2=CC=CC=C2)=NC(=O)C2=CC=CC=C12, XVPZRKIQCKKYNE-UHFFFAOYSA-N
CCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1=CC=CC([N+](=O)[O-])=C1, UXLPJZGKAQRVTA-UHFFFAOYSA-N
O=C1N=CC=CN1[C@H]1[C@H](O)[C@H](O)[C@@]2(CO)C[C@H]12, CGTBRZZQACOTSR-LSQHKTNHSA-N
CCC1=NC=CN1CC(=O)C1=CC=C(C2=CC=C(N3C[C@H](CN4C=CN=N4)OC3=O)C=C2F)C=N1, OYTZWPYVHBHOPU-SFHVURJKSA-N
O=C(N/N=C/C1=CC=CC=N1)C1=CC(C2=CC=NC=C2)=NC2=CC=CC=C12, QWMFOPZHDXETGS-ZVHZXABRSA-N
CN(C)CCCN1C(=O)[C@H](CC2=CC=CC=C2)N(CC2=CC=C(C3=CC=CC=C3C3=NNN=N3)C=C2)C1=S, RSZWMKSWYWFHMX-SANMLTNESA-N
CCC(CC1=CC=CC=C1)NC(=O)CN1N=C(C)N2C(=CC3=C2C=CO3)C1=O, KFGVJVJYLSWZJG-UHFFFAOYSA-N
CC1=CC=C(/C=N/NC(=O)CCN2CCN(C3=CC=NC4=CC(Cl)=CC=C34)CC2)C=C1, KBAQOTQHZALTMH-WPWMEQJKSA-N
CC1=NC2=CC=C(Cl)C=C2C(C2=CC=C(Cl)C=C2)N1CCN1CCCCC1, VJOLHYVXOROYEL-UHFFFAOYSA-N
O=C1C2C3C=CC(C3)C2C(=O)N1CCNC1=C2C(=NC3=CC=CC=C13)C=CC=C2, NMXILYPHEODMRP-UHFFFAOYSA-N
CN(C)C[C@H]1CCN2C(=C(C3=C(NC4=CC=CC=C4)C(=O)NC3=O)C3=CC=CC=C23)C1, ZYPFOSZGRDTEPJ-INIZCTEOSA-N
O=C(N[C@H](CC1=CNC2=CC=CC=C12)C(=O)NC1=CC=NC=C1)C1=CC=C(N2CCN(C3=CC=CC(C(F)(F)F)=C3)CC2)C=C1F, OOZYTONLGPPKPM-WJOKGBTCSA-N
CSC1=NC=C(Cl)C(C(=O)NC2=C(C(=O)C3=CC=C(Cl)C=C3)OC3=CC=CC=C23)=N1, OSLLJZQZZPCQEN-UHFFFAOYSA-N
O=C(/C=C/C1=CC=CC=C1Cl)[C@@H]1[C@@H](C2=CC=CC=C2Cl)[C@@H]2CSCN2C12C(=O)NC1=CC=CC=C21, LVTFXXHFOAVFAJ-ZQBBOAKWSA-N
CS(=O)(=O)C1=CC=C(C2=C3C(=C(C4=CC=C(S(C)(=O)=O)C=C4)N2)C2CCC3C2)C=C1, VXEYXROSIMOFIS-UHFFFAOYSA-N
CC(C)(C)C1=CC=C(CN(CC2=CC=CC3=CC=CC=C23)N2C=NN=C2)C=C1, WLGSTVNPSKYNLO-UHFFFAOYSA-N
NC1=NC2=CC3=C(NC(NCCC4=CC=C(C(=O)O)C=C4)=N3)C=C2C(=O)N1, TZNQMGFEWYPGDR-UHFFFAOYSA-N
CCOC(=O)C1=NOC2(C1)C(=O)NC1=CC=C(OC(F)(F)F)C=C21, MEXOOXQSKJQSPA-UHFFFAOYSA-N
O=C1NC2=CC=CC=C2/C1=N\NC(=O)C1=CC=CN=C1, ZRQUIFFSYFFJJZ-UHFFFAOYSA-N
CC(O)(COC1=CC=C(F)C=C1F)C(=O)NC1=CC=C(C#N)C=C1C(F)(F)F, BFNQHIJJIFTQCT-UHFFFAOYSA-N
CC(CNC(=O)C1=CC=CC=C1)(CNC(=O)C1=CC=CC=C1)[N+](=O)[O-], NQEXFOOJALTUQI-UHFFFAOYSA-N
CC1=CC=C(N2C=CN3C(SC(C)C(=O)NC4=CC=C5C(=C4)OCCO5)=NN=C3C2=O)C=C1C, BAZIZFOLMQRGMR-UHFFFAOYSA-N
NC1=NN2C(=N1)NC(C1CC1)=C(CC1=CC=C(Cl)C(Cl)=C1)C2=O, BXZCHELXYNXCDS-UHFFFAOYSA-N
CCCN(CCC)C1=CC(C)=NC2=C(C3=NC=C(N=O)C=C3C)C(C)=NN12, VYMNBUQVQUXHSM-UHFFFAOYSA-N
CC1(C)OC2=C(SC(C#N)=C2)[C@@H](N2CCCC2=O)[C@@H]1O, ULFGDQDWOJBMLY-YPMHNXCESA-N
O=C1NC2=CC=CC=C2/C1=C\C(=O)C1=CC=CC(Cl)=C1, VACBNLGJAQMVJK-UKTHLTGXSA-N
NCCC[Se](=O)O, WTWJERJTGDRNRR-UHFFFAOYSA-N
O=C(CCC(=O)N1CCN(S(=O)(=O)C2=CC=C(Cl)C=C2)CC1)NC1=CC=C2C=CC=CC2=C1, BRAWSIIECGMQJC-UHFFFAOYSA-N
COC1=CC=C(/N=C2C(=N/C3=CC=C(OC)C=C3)/N(C3=CC=CC=C3)C(=S)N/2N=C=C2SC3=CC=CC=C3N2C)C=C1, LDXDMBVFSOGIIJ-NRXMAPPISA-N
O=C(CCN1C(=O)C2=CC=CC3=CC=CC(=C23)C1=O)NCC1=CC=CN=C1, IIRVXNJEGFDTAK-UHFFFAOYSA-N
CCCCNC(=O)CSC1=NC2=CC3=C(C=C2C(=O)N1CC1=CC=CO1)OCO3, KJVFQLVWOAZHEV-UHFFFAOYSA-N
COC(=O)[C@@]1(C)[C@H]2C(=O)N(C)C(=O)[C@H]2[C@H]2CN=C(SCC3=CC=C(C)C=C3)N12, OXYCNDUOAUAOAC-IGMJJTELSA-N
C=CCNC(=O)C(C)(C(C)C)N(C(=O)C1=CC=CN=C1)C1CC1, QRYRSVDNNGPOCP-UHFFFAOYSA-N
OC1=NC=C(OC2=CC=CC(C(F)(F)F)=C2)C=N1, IUFLCCGSBWWBGH-UHFFFAOYSA-N
COC1=CC=CC=C1NC(=O)CSC1=NN=CN1N, PRYSYKQNIPXASP-UHFFFAOYSA-N
CCOCCN1CCN(CC2=CN(C)N=C2)CC1C, DCANEJPZBIAFRD-UHFFFAOYSA-N
N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)C2=CC(=CC=C2)NC1=O, LYNBJSJVJXRVTC-BZSNNMDCSA-N
CC#CCOC1=CC=C(S(=O)(=O)CC2(C(=O)NO)CCCN(S(=O)(=O)CC3=CC=NC=C3)C2)C=C1, KLUBFNJJJWONQA-UHFFFAOYSA-N
COC1=CC(/C=C\C2=CC=CC3=C2OC(=O)N3C)=CC(OC)=C1, PIVPVCCOKPYBOP-FPLPWBNLSA-N
CSCC(O/N=C(\C(=O)N[C@@H]1C(=O)N(OS(=O)(=O)O)C1(C)C)C1=CSC(N)=N1)C1=CC(=O)C(O)=CN1O, YPDMZTAHAUZDKO-JZBRPHLYSA-N
O=C(CN1CCNCC1)NCC1=CC=C2SC=CC2=C1, TUUDYGUVNIAEDD-UHFFFAOYSA-N
CC1=CC(C)=NC(NC(=O)NS(=O)(=O)OC2=CC=CC=C2C(=O)OC2=CC=CC=C2)=N1, MAECBKYPUBIHOI-UHFFFAOYSA-N
O=C(O)C1CCN(C2=NC(C3=CC=C(Br)C=C3)=CS2)CC1, ZLJCOCPMGGSXRR-UHFFFAOYSA-N
CO/C(O)=C/C1=NCCNC1=O, KUGOSCGBFCSECZ-GQCTYLIASA-N
COC(=O)C1=CC2=CC=C3C(=C2C(C2=CC=C4C(=C2)OCO4)=C1C(=O)OC)OCO3, OGUHXQFMLWUPCE-UHFFFAOYSA-N
S=C(NCCN1CCOCC1)NC1=CC=C2N=CN=C(NC3=CC=C(Cl)C=C3)C2=C1, XDUMFDDLQURJLV-UHFFFAOYSA-N
CCN(CC)C1=CC=C(CN2CCC(C(=O)NCC3=CC=C(C)C=C3)CC2)C=C1.O=C(O)C(=O)O, KIKGLPDJZDAKFB-UHFFFAOYSA-N
O=C(COC(=O)CN1C(=O)NC2(CCCCC2)C1=O)NC1=CC(F)=CC=C1F, SVRJEAMALKPJOQ-UHFFFAOYSA-N
O=C(OCC1=CC=CS1)C1=CC2=C(O1)C(=O)C1=CC=CC=C1C2=O, NDINQOKZIDQTBN-UHFFFAOYSA-N
COC(=O)CCC1=CC=C(C)C=C1, ZYODXRYBYZMUNL-UHFFFAOYSA-N
COC1=CC=C(CN2C(NCCNC(=N)N)=NC(=O)N(CCC3=CC=CC=C3)C2=O)C=C1, QBDOFAGOTWCKQB-UHFFFAOYSA-N
CCOP(=O)(OCC)C1(P(=O)(OCC)OCC)CC(C(=O)CC)=NN1, INNWZDNVOIAPRP-UHFFFAOYSA-N
C[C@H]1COCCN1C1=NC(N2CCOC[C@@H]2C)=C2N=C(C3=CC=C(C4=NC=CN4)C=C3)NC2=N1, IDOHVXBVCIPPSW-HOTGVXAUSA-N
O=C(NC1=CC=C(OC(F)(F)F)C=C1)NC1COC2=CC=CC=C2C1, KELKEHFTJFLDAM-UHFFFAOYSA-N
CC1=CC(C)=NC(NC(=S)N2CCN(C3=CC=C4C=CC=CC4=C3)CC2)=C1, RUGBZCTWKBEUNI-UHFFFAOYSA-N
CC1=NN=C(SC(C)C(=O)NC2=NC=CS2)S1, OAVFKAHCLBNXSU-UHFFFAOYSA-N
NC1=C(C2=NC3=CC=CC=C3S2)C(=O)CN1NC(=O)C1=CNC2=CC=CC=C12, QLPJOBBIJIWDOA-UHFFFAOYSA-N
C/C(C#N)=C\C1=CC=C(C)C=C1Cl, JAURGPIILHRUCZ-WEVVVXLNSA-N
COC1=CC=C(CC(/C(=N/OCCCCC(=O)O)C2CCCCC2)N2C=CN=C2)C=C1, OYELBKDRZUAMQY-SHHOIMCASA-N
O=C1NC2=CC=C(Cl)C=C2/C1=N/N=C/C1=CC=C(O)C(O)=C1, DRHSVFXMBSQDIC-REZTVBANSA-N
CC1=NC(NC2=NC(O)=CC(CSC3=CC=C(Cl)C=C3)=N2)=NC2=CC=CC=C12, MRMNCFGODMCHHJ-UHFFFAOYSA-N
COC(=O)/C=C/OC[C@H]1OCCC[C@H]1O[Si](C)(C)C(C)(C)C, PLZKIIULZQORTM-LLVNNSLESA-N
C/C=C1\C(=O)C[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@@]12C, WDXRGPWQVHZTQJ-WUNHTLNSSA-N
C=C(CC[C@@H](C)[C@H]1CC=C2C3=C([C@@H](O)[C@H](OC(C)=O)[C@]12C)[C@@]1(C)C[C@@H](O)[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]1CC3)C(C)C, JMRQLQZCVRXVBF-DPQHJISKSA-N
CO[C@]1(C2=CC(F)=CC(SC3=CC=C(/C(C)=N/O)C=C3)=C2)CCO[C@@H](C)C1, PKSYYDVTKCWIMK-QJLXOANVSA-N
CC1=C(C2=CC=NN2)SC2=C(N[C@@H]3CCNC3)N=C(C3=CC=NC=C3)N=C12, ILBNDUAYPWIWNI-CYBMUJFWSA-N
CCC1C(=O)N2C=CSC2=[N+](CC2=CC=C(Cl)C=C2)C1=O, ZCODZCCHEGPLFA-UHFFFAOYSA-N
COC1=CC2=C(C(C3=CC=CC(C4=CC=CC=N4)=C3)=C(C3=CC=CS3)C(=O)N2)C=C1OC, DHJSIGLFEZHWTN-UHFFFAOYSA-N
COC1=CC=C(N2C(=O)CC(SC(=N)N/N=C(\C)C3=CC=CS3)C2=O)C=C1, VQKNVDMTYTWAPP-RGVLZGJSSA-N
O=C1NC2=C(C(C3CCN(C4=CN=C(C(F)(F)F)C=N4)CC3)=NN2)C(O)(C(F)(F)F)C1O, MHJKYBXJQUFCAY-UHFFFAOYSA-N
O=C(C1=CC=CC(C2=CC=CC=C2F)=C1)N1CCC2=C(NC3=CC=CC=C23)C1, NWJKKFOUUINEJW-UHFFFAOYSA-N
N=C(N)N1CCC[C@H]1C1=NC(C2=CC=C3C=C(OCC(=O)C4=CC=C(C(F)(F)F)C=C4)C=CC3=C2)=NO1.O=C(O)C(F)(F)F, YRMGHBRKSZQGFZ-BOXHHOBZSA-N
CCN(CC)CCN(CC)C1=CC=C2C=C(C(=N)N)C(=O)OC2=C1.Cl, YFRICIADHZUKMP-UHFFFAOYSA-N
OC(CN1C=CN=C1)(C1=CC=C(F)C=C1)C1=CC=CC=C1C1=CC=NC=C1, GZAPVKSQRTZSJU-UHFFFAOYSA-N
CN(C1=CC=C(Cl)C=C1)S(=O)(=O)C1=CC=CC(C(=O)NC2=CC(Cl)=CN=N2)=C1, GDYUSSFBUVJSFX-UHFFFAOYSA-N
CC1=CC=C(S(=O)(=O)NC2=CC=C(C3=NN=C(SCC#N)N3C)C=C2)C=C1, ORPXEQOZVCQUKK-UHFFFAOYSA-N
CCC(CC)O[C@@H]1C=C(C(=O)NCC2=CC=C(C3=CSC=C3)C=C2)C[C@H](N)[C@H]1NC(C)=O, TXUWQECYFJZEMC-RBZQAINGSA-N
CCCN(CCC)[C@H]1COC2=C(C=CC=C2C2=CC=C(OC)C=C2)C1, QWKYFMXJKILTAJ-LJQANCHMSA-N
CN1C(C(=O)NC2CCCC2)=NC(C2=CC=C(Cl)C=C2Cl)=C1C1=CC=C(Cl)C=C1, NLHNOVPBFCSLAT-UHFFFAOYSA-N
CCCCN(CC1=CC=CC=C1C1=CC=CC=C1)C1=NC2=C3C(=CC=C2S1)CCCC3, JQAIMHGAEVVRTI-UHFFFAOYSA-N
CN1CCC(OC2=CC(CN3CC[C@H](NC(=O)C4=CC=C(Cl)C(Cl)=C4)C3)=CC=C2I)C1, XFUKIAYRJVFVSZ-ZENAZSQFSA-N
COC1=CC(O)=C2C(=O)C=C(C(=O)NCCCCCCN(C)CC3=CC=CC=C3OC)OC2=C1, VLOMEILIKQSBAS-UHFFFAOYSA-N
CCCN(CCC)C(=O)C1=CC(C)=CC(C(=O)N[C@@H](CC2=CC(F)=CC(F)=C2)[C@H](O)[C@@H]2NCCNC2=O)=C1, GDNDXNUOEVYPDM-SDHOMARFSA-N
N#CC1=CC=CC(NC(=O)NCCCN2CCC(CC3=CC=C(C(F)(F)F)C=C3)CC2)=C1, PSFWRKAIDVJVPD-UHFFFAOYSA-N
CC1CCN(C(C2=CC=CC=C2)C2=C(O)N3C(=NC(C4=CC=CO4)=N3)S2)CC1, QLXYYFOZLXUJSU-UHFFFAOYSA-N
CNC1=CC=CN=C1/C=N/NC(=S)N(C)C.Cl, HDWYPNVSPBUTCS-FTPOTTDRSA-N
COC1=CC=C(C(=O)NC2=C(C)N(COC3=CC=CC(C(F)(F)F)=C3)N=C2C)C=C1, ZUOXMLSPIUSXPR-UHFFFAOYSA-N
NC/C=C\CN(CCF)C[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C23)[C@H](O)[C@@H]1O, HRWPTRXVULGXJH-GEFPKZSYSA-N
O=C(NC1=CC=CC=C1)C1=[N+]([O-])C2=CC(Cl)=C(Cl)C=C2[N+]([O-])=C1C1=CC=CC=C1, KEOVOLZZHVJWJR-UHFFFAOYSA-N
CN1C(Cl)=C(C(=O)NC2=CC=C(Cl)C=C2)C2=CC=CC=C12, DGBHLXYEPIJNFG-UHFFFAOYSA-N
C[C@@H]1C[C@@](N)(C(=O)O)[C@@H]2[C@@H](C(=O)O)[C@H]12, BQVZICWQBFTOJX-QNDZYWSYSA-N
O=C1OC2=CC=CC=C2C(NC2=CC=C(OCCN3CCCC3)C=C2)=C1C1=CC=C(F)C=C1, FRUDVXRUSIWXJO-UHFFFAOYSA-N
O=C(O)C1=CCCN(CCOC(C2=CC=C(C(F)(F)F)C=C2)C2=CC=C(C(F)(F)F)C=C2)C1, CMHQDSBIBSKHFP-UHFFFAOYSA-N
ClC1=CC(Cl)=CC(C2=CC(Cl)=C(Cl)C(Cl)=C2)=C1, MXVAYAXIPRGORY-UHFFFAOYSA-N
CC1=CC2=C(N=C(CC3=CC=CC(Cl)=C3)O2)C(NCC(F)(F)C2=CC=CC=[N+]2[O-])=N1, ZCMMWOVFLLUFDU-UHFFFAOYSA-N
CC1=CC(SC2=C(O)OC(CCC3=C(C)SC=N3)(C(C)C)CC2=O)=C(C(C)(C)C)C=C1CO, FZVSEIOEFSDZOA-UHFFFAOYSA-N
NC(=O)OCCO[C@@H]1[C@H](O)[C@H](OC2=CC=C(I)C=C2)O[C@@H](COS(=O)(=O)C2=CC=C3C=CC=CC3=C2)[C@H]1O, HULVBXHCFWOUHP-VHJOFQCFSA-N
COC1=CC=C(NC2=C(C3=CC=C(F)C=C3)N=C3N=C(C)C=C(C)N23)C=C1, CDLQJUZZIBSLEZ-UHFFFAOYSA-N
NC1CN(C2=NC=C(C(=O)NC3=CC=C(OC(F)(F)Cl)C=C3)C=C2C2=CN=CN=C2)C1, YQCHJORSBGANNU-UHFFFAOYSA-N
CCCCN(CCCNC1=CC=NC2=CC(Cl)=CC=C12)CC1=CC(Br)=CC=C1O, ISDNLQZIXKBDQS-UHFFFAOYSA-N
CSC1=CC2=C(C(=O)C3=CC=C([C@H]4C[C@@H](O)[C@H](O)[C@@H](C)O4)C(O)=C3C2=O)[C@@]2(O)C(=O)C=C(C)C[C@@]12O, QCOOGLXBUANRGO-MISDAEJGSA-N
COC1=CC2=NC=NC(NC3=CC=C(Br)C=C3Cl)=C2C(OC)=C1OC, WANUEHQHGBYBLT-UHFFFAOYSA-N
CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=C(OC(=O)C2=CC=CC=C2)C=C1)C(=O)NC(C)(C)C)N(C)CC1=CC=CC=C1Cl, FHIKEQNYVZSIEI-KYJUHHDHSA-N
COC1=CC=C(CCNC2(C#N)CCCCC2)C=C1OC, WCWQZLUHHJUUJM-UHFFFAOYSA-N
CCOC(=O)N1C(=O)N(C2=CC=CC(C(F)(F)F)=C2)C2=C(C(=O)CC2)C1C1=CC=C(C#N)C=C1S(C)(=O)=O, AFRLWULTPSQTJR-UHFFFAOYSA-N
O=C1NC(=O)C2=C1C1=C(OC3=CC=CC=C3O1)C1=C2C2=CC(O)=CC=C2N1, VZAJNAMCAWDCMR-UHFFFAOYSA-N
CC1=CC=C(CC(=O)N(C)CC2(O)CCCN(C3=CC=CC=N3)C2)S1, WYNUBLAIBVYKTR-UHFFFAOYSA-N
CC1=NNC2=CC=C(C3=CN=CC(OC[C@@H](N)CC4=CC=CC(OCCN5CCOCC5)=C4)=C3)C=C12, WMHUNWSSFWGGDP-DEOSSOPVSA-N
CC[C@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1)C(=O)NCC1=CC=CC=N1, QFZMGUJABZECLU-XWDWZIQCSA-N
CCN(CCCN1CCCCC1)C1=CC(C)=NC(NC2=CC=C(C(F)(F)F)C=C2)=N1.O=C(O)C(F)(F)F, XVOMFNLPAMISSW-UHFFFAOYSA-N
COC1=CC=C2N=CC(F)=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC=C(F)S5)C4)C[C@@H]3C(=O)O)C2=C1, PPCGMGHPTLIZSS-AUVZLTIHSA-N
